DIRECCIONAMIENTO MQTT OBSERVATORIO AURA LSST 2020;;;;;;;;;;;;;;
;;PP_VEA_08;LSST/PISO05/VEA_08/COMANDO_ENCENDIDO;.;;BINARY OUTPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VEA_08_LSST;LSST/PISO05/VEA_08/COMANDO_ENCENDIDO_LSST;;.;BINARY OUTPUT;WRITE;TRUE (O) FALSE;0/1;-;EN PROCESO 2 ETAPA;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
PISO 5;VEA 09;EF_VEA_09;LSST/PISO05/VEA_09/ESTADO_FUNCIONAMIENTO;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;FT_VEA_09;LSST/PISO05/VEA_09/FALLA_TERMICA;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VEA_09;LSST/PISO05/VEA_09/COMANDO_ENCENDIDO;.;;BINARY OUTPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VEA_09_LSST;LSST/PISO05/VEA_09/COMANDO_ENCENDIDO_LSST;;.;BINARY OUTPUT;WRITE;TRUE (O) FALSE;0/1;-;EN PROCESO 2 ETAPA;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
PISO 5;VEA 10;EF_VEA_10;LSST/PISO05/VEA_10/ESTADO_FUNCIONAMIENTO;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;FT_VEA_10;LSST/PISO05/VEA_10/FALLA_TERMICA;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VEA_10;LSST/PISO05/VEA_10/COMANDO_ENCENDIDO;.;;BINARY OUTPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VEA_10_LSST;LSST/PISO05/VEA_10/COMANDO_ENCENDIDO_LSST;;.;BINARY OUTPUT;WRITE;TRUE (O) FALSE;0/1;-;EN PROCESO 2 ETAPA;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
PISO 5;VEA 11;EF_VEA_11;LSST/PISO05/VEA_11/ESTADO_FUNCIONAMIENTO;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;FT_VEA_11;LSST/PISO05/VEA_11/FALLA_TERMICA;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VEA_11;LSST/PISO05/VEA_11/COMANDO_ENCENDIDO;.;;BINARY OUTPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VEA_11_LSST;LSST/PISO05/VEA_11/COMANDO_ENCENDIDO_LSST;;.;BINARY OUTPUT;WRITE;TRUE (O) FALSE;0/1;-;EN PROCESO 2 ETAPA;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
PISO 5;VEA 12;EF_VEA_12;LSST/PISO05/VEA_12/ESTADO_FUNCIONAMIENTO;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;FT_VEA_12;LSST/PISO05/VEA_12/FALLA_TERMICA;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VEA_12;LSST/PISO05/VEA_12/COMANDO_ENCENDIDO;.;;BINARY OUTPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VEA_12_LSST;LSST/PISO05/VEA_12/COMANDO_ENCENDIDO_LSST;;.;BINARY OUTPUT;WRITE;TRUE (O) FALSE;0/1;-;EN PROCESO 2 ETAPA;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
PISO 5;VEA 13;EF_VEA_13;LSST/PISO05/VEA_13/ESTADO_FUNCIONAMIENTO;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;FT_VEA_13;LSST/PISO05/VEA_13/FALLA_TERMICA;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VEA_13;LSST/PISO05/VEA_13/COMANDO_ENCENDIDO;.;;BINARY OUTPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VEA_13_LSST;LSST/PISO05/VEA_13/COMANDO_ENCENDIDO_LSST;;.;BINARY OUTPUT;WRITE;TRUE (O) FALSE;0/1;-;EN PROCESO 2 ETAPA;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
PISO 5;VEA 14;EF_VEA_14;LSST/PISO05/VEA_14/ESTADO_FUNCIONAMIENTO;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;FT_VEA_14;LSST/PISO05/VEA_14/FALLA_TERMICA;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VEA_14;LSST/PISO05/VEA_14/COMANDO_ENCENDIDO;.;;BINARY OUTPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VEA_14_LSST;LSST/PISO05/VEA_14/COMANDO_ENCENDIDO_LSST;;.;BINARY OUTPUT;WRITE;TRUE (O) FALSE;0/1;-;EN PROCESO 2 ETAPA;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
PISO 5;VEA 15;EF_VEA_15;LSST/PISO05/VEA_15/ESTADO_FUNCIONAMIENTO;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;FT_VEA_15;LSST/PISO05/VEA_15/FALLA_TERMICA;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VEA_15;LSST/PISO05/VEA_15/COMANDO_ENCENDIDO;.;;BINARY OUTPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VEA_15_LSST;LSST/PISO05/VEA_15/COMANDO_ENCENDIDO_LSST;.;.;BINARY OUTPUT;WRITE;TRUE (O) FALSE;0/1;-;EN PROCESO 2 ETAPA;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
PISO 5;VEA 16;EF_VEA_16;LSST/PISO05/VEA_16/ESTADO_FUNCIONAMIENTO;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;FT_VEA_16;LSST/PISO05/VEA_16/FALLA_TERMICA;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VEA_16;LSST/PISO05/VEA_16/COMANDO_ENCENDIDO;.;;BINARY OUTPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VEA_16_LSST;LSST/PISO05/VEA_16/COMANDO_ENCENDIDO_LSST;.;.;BINARY OUTPUT;WRITE;TRUE (O) FALSE;0/1;-;EN PROCESO 2 ETAPA;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
PISO 5;VEA 17;EF_VEA_17;LSST/PISO05/VEA_17/ESTADO_FUNCIONAMIENTO;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;FT_VEA_17;LSST/PISO05/VEA_17/FALLA_TERMICA;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VEA_17;LSST/PISO05/VEA_17/COMANDO_ENCENDIDO;.;;BINARY OUTPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VEA_17_LSST;LSST/PISO05/VEA_17/COMANDO_ENCENDIDO_LSST;.;.;BINARY OUTPUT;WRITE;TRUE (O) FALSE;0/1;-;EN PROCESO 2 ETAPA;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
DIRECCIONAMIENTO MQTT OBSERVATORIO AURA LSST 2020;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
PISO;TABLERO;VARIABLE INTERNA SISTEMA;TOPIC MQTT;PUBLICACION;SUSCRIPCION;SEÑAL;READ / WRITE;SIGNAL RANGE ;LIMITES;UNIT;ESTADO ACTUAL;OBSERVACIONES (0) CORRECIONES;;
PISO 1;VEA 01;EF_VENT1;LSST/PISO01/VEA_01/ESTADO_FUNCIONAMIENTO;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;MA_VENT1;LSST/PISO01/VEA_01/ESTADO_SELECTOR;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VENT1;LSST/PISO01/VEA_01/COMANDO_ENCENDIDO;.;;BINARY OUTPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VENT1_LSST;LSST/PISO01/VEA_01/COMANDO_ENCENDIDO_LSST;;.;BINARY OUTPUT;WRITE;TRUE (O) FALSE;0/1;-;EN PROCESO 2 ETAPA;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
PISO 1;VIN 01;EF_VENT2;LSST/PISO01/VIN_01/ESTADO_FUNCIONAMIENTO;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;MA_VENT2;LSST/PISO01/VIN_01/ESTADO_SELECTOR;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VENT2;LSST/PISO01/VIN_01/COMANDO_ENCENDIDO;.;;BINARY OUTPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VENT2_LSST;LSST/PISO01/VIN_01/COMANDO_ENCENDIDO_LSST;;.;BINARY OUTPUT;WRITE;TRUE (O) FALSE;0/1;-;EN PROCESO 2 ETAPA;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
PISO 1;VEC 01;EF_VENT3;LSST/PISO01/VEC_01/ESTADO_FUNCIONAMIENTO;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;MA_VENT3;LSST/PISO01/VEC_01/ESTADO_SELECTOR;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VENT3;LSST/PISO01/VEC_01/COMANDO_ENCENDIDO;.;;BINARY OUTPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VENT3_LSST;LSST/PISO01/VEC_01/COMANDO_ENCENDIDO_LSST;;.;BINARY OUTPUT;WRITE;TRUE (O) FALSE;0/1;-;EN PROCESO 2 ETAPA;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
PISO 1;BOMBA-AGUA-FRIA;EF_BOMB_AF;LSST/PISO01/BOMBA_AGUA_FRIA/ESTADO_FUNCIONAMIENTO;.;;BINARY INPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_BOMBA_AF;LSST/PISO01/BOMBA_AGUA_FRIA/COMANDO_ENCENDIDO;.;;BINARY OUTPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;TEMP_AMB;LSST/PISO01/GENERAL/TEMPERATURA_AMBIENTE;.;;ANALOG INPUT;READ ;22;-15 a 30;°C;OK;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
PISO 1;VALVULAS;PP_VALVULAS_1_2;LSST/PISO01/VALVULA/ESTADO_VALVULA_1&2;.;;BINARY OUTPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VAL_03;LSST/PISO01/VALVULA/ESTADO_VALVULA_03;.;;BINARY OUTPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VAL_04;LSST/PISO01/VALVULA/ESTADO_VALVULA_04;.;;BINARY OUTPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VAL_05;LSST/PISO01/VALVULA/ESTADO_VALVULA_05;.;;BINARY OUTPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;PP_VAL_06;LSST/PISO01/VALVULA/ESTADO_VALVULA_06;.;;BINARY OUTPUT;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
DIRECCIONAMIENTO MQTT OBSERVATORIO AURA LSST 2020;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
PISO;TABLERO;VARIABLE INTERNA SISTEMA;TOPIC MQTT;PUBLICACION;SUSCRIPCION;TIPO DE SEÑAL;READ / WRITE;SIGNAL RANGE ;LIMITES;UNIT;ESTADO ACTUAL;OBSERVACIONES (0) CORRECIONES;;
PISO 5;MANEJADORA LOWER N°1;VALOR_CONSIGNA;LSST/PISO05/MANEJADORA/LOWER_01/VALOR_CONSIGNA;.;;ANALOG VALUE;READ ;22;-10/10;°C;OK;;;
;;VALOR_CONSIGNA;LSST/PISO05/MANEJADORA/LOWER_01/SETPOINT_TRABAJO;.;;ANALOG VALUE;READ ;22;-10/10;°C;OK;;;
;;TEMP_ANTICONGELANTE;LSST/PISO05/MANEJADORA/LOWER_01/TEMPERATURA_ANTICONGELANTE;.;;ANALOG VALUE;READ ;22;-14/0;°C;OK;;;
;;TEMP_IMPULSION;LSST/PISO05/MANEJADORA/LOWER_01/TEMPERATURA_INYECCION;.;;ANALOG VALUE;READ ;22;-10/10;°C;OK;;;
;;TEMP_RECUPERACION;LSST/PISO05/MANEJADORA/LOWER_01/TEMPERATURA_RETORNO;.;;ANALOG VALUE;READ ;22;-10/10;°C;OK;;;
;;ESTADO_VALVULA;LSST/PISO05/MANEJADORA/LOWER_01/ESTADO_VALVULA;.;;BINARY INPUT;READ ;22;0/1;%;OK;;;
;;TEMP_AMBIENTE&EXTERIOR;LSST/PISO05/MANEJADORA/LOWER_01/TEMPERATURA_AMBIENTE&EXTERIOR;.;;ANALOG IMPUT;READ ;22; -4/30;°C;OK;;;
;;SERIUS_ALARMA;LSST/PISO05/MANEJADORA/LOWER_01/ALARMA_GENERAL;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;ALARMA_FILTRO;LSST/PISO05/MANEJADORA/LOWER_01/ALARMA_FILTRO;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;ESTADO_FUN;LSST/PISO05/MANEJADORA/LOWER_01/ESTADO_FUNCIONAMIENTO;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;ESTADO_DAMPER;LSST/PISO05/MANEJADORA/LOWER_01/ESTADO_DAMPER;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;RESET_ALARMA;LSST/PISO05/MANEJADORA/LOWER_01/RESET_ALARMA;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;SET_POINT_TRABAJO_LSST;LSST/PISO05/MANEJADORA/LOWER_01/SETPOINT_TRABAJO_LSST;;.;ANALOG OUTPUT;WRITE;22;-10/10;°C;EN PROCESO 2 ETAPA;;;
;;SET_POINT_VENTILADOR_MINIMO_LSST;LSST/PISO05/MANEJADORA/LOWER_01/SETPOINT_VENTILADOR_MIN_LSST;;.;ANALOG OUTPUT;WRITE;22;0% a 20%;°C;EN PROCESO 2 ETAPA;;;
;;SET_POINT_VENTILADOR_MAXIMO_LSST;LSST/PISO05/MANEJADORA/LOWER_01/SETPOINT_VENTILADOR_MAX_LSST;;.;ANALOG OUTPUT;WRITE;22;20% a 100%;°C;EN PROCESO 2 ETAPA;;;
;;SET_POINT_VENT_IMPULSION_LSST;LSST/PISO05/MANEJADORA/LOWER_01/TEMPERATURA_ANTICONGELANTE_LSST;;.;ANALOG OUTPUT;WRITE;22;0% a 100%;°C;EN PROCESO 2 ETAPA;;;
;;SEL_UMA_01_LSST;LSST/PISO05/MANEJADORA/LOWER_01/COMANDO_ENCENDIDO_LSST;;.;BINARY OUTPUT;WRITE;22;0/1;°C;EN PROCESO 2 ETAPA;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
PISO 5;MANEJADORA LOWER N°2;VALOR_CONSIGNA;LSST/PISO05/MANEJADORA/LOWER_02/VALOR_CONSIGNA;.;;ANALOG VALUE;READ ;22;-10/10;°C;OK;;;
;;VALOR_CONSIGNA;LSST/PISO05/MANEJADORA/LOWER_02/SETPOINT_TRABAJO;.;;ANALOG VALUE;READ ;22;-10/10;°C;OK;;;
;;TEMP_ANTICONGELANTE;LSST/PISO05/MANEJADORA/LOWER_02/TEMPERATURA_ANTICONGELANTE;.;;ANALOG VALUE;READ ;22;-14/0;°C;OK;;;
;;TEMP_IMPULSION;LSST/PISO05/MANEJADORA/LOWER_02/TEMPERATURA_INYECCION;.;;ANALOG VALUE;READ ;22;-10/10;°C;OK;;;
;;TEMP_RECUPERACION;LSST/PISO05/MANEJADORA/LOWER_02/TEMPERATURA_RETORNO;.;;ANALOG VALUE;READ ;22;-10/10;°C;OK;;;
;;ESTADO_VALVULA;LSST/PISO05/MANEJADORA/LOWER_02/ESTADO_VALVULA;.;;ANALOG VALUE;READ ;22;0/1;%;OK;;;
;;TEMP_AMBIENTE&EXTERIOR;LSST/PISO05/MANEJADORA/LOWER_02/TEMPERATURA_AMBIENTE&EXTERIOR;.;;ANALOG IMPUT;READ ;22; -4/30;°C;OK;;;
;;SERIUS_ALARMA;LSST/PISO05/MANEJADORA/LOWER_02/ALARMA_GENERAL;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;ALARMA_FILTRO;LSST/PISO05/MANEJADORA/LOWER_02/ALARMA_FILTRO;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;ESTADO_FUN;LSST/PISO05/MANEJADORA/LOWER_02/ESTADO_FUNCIONAMIENTO;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;ESTADO_DAMPER;LSST/PISO05/MANEJADORA/LOWER_02/ESTADO_DAMPER;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;RESET_ALARMA;LSST/PISO05/MANEJADORA/LOWER_02/RESET_ALARMA;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;SET_POINT_TRABAJO_LSST;LSST/PISO05/MANEJADORA/LOWER_02/SETPOINT_TRABAJO_LSST;;.;ANALOG OUTPUT;WRITE;22;-10/10;°C;EN PROCESO 2 ETAPA;;;
;;SET_POINT_VENTILADOR_MINIMO_LSST;LSST/PISO05/MANEJADORA/LOWER_02/SETPOINT_VENTILADOR_MIN_LSST;;.;ANALOG OUTPUT;WRITE;22;0% a 20%;°C;EN PROCESO 2 ETAPA;;;
;;SET_POINT_VENTILADOR_MAXIMO_LSST;LSST/PISO05/MANEJADORA/LOWER_02/SETPOINT_VENTILADOR_MAX_LSST;;.;ANALOG OUTPUT;WRITE;22;20% a 100%;°C;EN PROCESO 2 ETAPA;;;
;;SET_POINT_VENT_IMPULSION_LSST;LSST/PISO05/MANEJADORA/LOWER_02/TEMPERATURA_ANTICONGELANTE_LSST;;.;ANALOG OUTPUT;WRITE;22;0% a 100%;°C;EN PROCESO 2 ETAPA;;;
;;SEL_UMA_02_LSST;LSST/PISO05/MANEJADORA/LOWER_02/COMANDO_ENCENDIDO_LSST;;.;BINARY OUTPUT;WRITE;22;0/1;°C;EN PROCESO 2 ETAPA;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
PISO 5;MANEJADORA LOWER N°3;VALOR_CONSIGNA;LSST/PISO05/MANEJADORA/LOWER_03/VALOR_CONSIGNA;.;;ANALOG VALUE;READ ;22;-10/10;°C;OK;;;
;;VALOR_CONSIGNA;LSST/PISO05/MANEJADORA/LOWER_03/SETPOINT_TRABAJO;.;;ANALOG VALUE;READ ;22;-10/10;°C;OK;;;
;;TEMP_ANTICONGELANTE;LSST/PISO05/MANEJADORA/LOWER_03/TEMPERATURA_ANTICONGELANTE;.;;ANALOG VALUE;READ ;22;-14/0;°C;OK;;;
;;TEMP_IMPULSION;LSST/PISO05/MANEJADORA/LOWER_03/TEMPERATURA_INYECCION;.;;ANALOG VALUE;READ ;22;-10/10;°C;OK;;;
;;TEMP_RECUPERACION;LSST/PISO05/MANEJADORA/LOWER_03/TEMPERATURA_RETORNO;.;;ANALOG VALUE;READ ;22;-10/10;°C;OK;;;
;;ESTADO_VALVULA;LSST/PISO05/MANEJADORA/LOWER_03/ESTADO_VALVULA;.;;ANALOG VALUE;READ ;22;0/1;-;OK;;;
;;TEMP_AMBIENTE&EXTERIOR;LSST/PISO05/MANEJADORA/LOWER_03/TEMPERATURA_AMBIENTE&EXTERIOR;.;;ANALOG IMPUT;READ ;22; -4/30;°C;OK;;;
;;SERIUS_ALARMA;LSST/PISO05/MANEJADORA/LOWER_03/ALARMA_GENERAL;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;ALARMA_FILTRO;LSST/PISO05/MANEJADORA/LOWER_03/ALARMA_FILTRO;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;ESTADO_FUN;LSST/PISO05/MANEJADORA/LOWER_03/ESTADO_FUNCIONAMIENTO;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;ESTADO_DAMPER;LSST/PISO05/MANEJADORA/LOWER_03/ESTADO_DAMPER;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;RESET_ALARMA;LSST/PISO05/MANEJADORA/LOWER_03/RESET_ALARMA;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;SET_POINT_TRABAJO_LSST;LSST/PISO05/MANEJADORA/LOWER_03/SETPOINT_TRABAJO_LSST;;.;ANALOG OUTPUT;WRITE;22;-10/10;°C;EN PROCESO 2 ETAPA;;;
;;SET_POINT_VENTILADOR_MINIMO_LSST;LSST/PISO05/MANEJADORA/LOWER_03/SETPOINT_VENTILADOR_MIN_LSST;;.;ANALOG OUTPUT;WRITE;22;0% a 20%;%;EN PROCESO 2 ETAPA;;;
;;SET_POINT_VENTILADOR_MAXIMO_LSST;LSST/PISO05/MANEJADORA/LOWER_03/SETPOINT_VENTILADOR_MAX_LSST;;.;ANALOG OUTPUT;WRITE;22;20% a 100%;%;EN PROCESO 2 ETAPA;;;
;;SET_POINT_VENT_IMPULSION_LSST;LSST/PISO05/MANEJADORA/LOWER_03/TEMPERATURA_ANTICONGELANTE_LSST;;.;ANALOG OUTPUT;WRITE;22;0% a 100%;%;EN PROCESO 2 ETAPA;;;
;;SEL_UMA_03_LSST;LSST/PISO05/MANEJADORA/LOWER_03/COMANDO_ENCENDIDO_LSST;;.;BINARY OUTPUT;WRITE;TRUE (O) FALSE;0/1;-;EN PROCESO 2 ETAPA;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
PISO 5;MANEJADORA LOWER N°4;VALOR_CONSIGNA;LSST/PISO05/MANEJADORA/LOWER_04/VALOR_CONSIGNA;.;;ANALOG VALUE;READ ;22;-10/10;°C;OK;;;
;;VALOR_CONSIGNA;LSST/PISO05/MANEJADORA/LOWER_04/SETPOINT_TRABAJO;.;;ANALOG VALUE;READ ;22;-10/10;°C;OK;;;
;;TEMP_ANTICONGELANTE;LSST/PISO05/MANEJADORA/LOWER_04/TEMPERATURA_ANTICONGELANTE;.;;ANALOG VALUE;READ ;22;-14/0;°C;OK;;;
;;TEMP_IMPULSION;LSST/PISO05/MANEJADORA/LOWER_04/TEMPERATURA_INYECCION;.;;ANALOG VALUE;READ ;22;-10/10;°C;OK;;;
;;TEMP_RECUPERACION;LSST/PISO05/MANEJADORA/LOWER_04/TEMPERATURA_RETORNO;.;;ANALOG VALUE;READ ;22;-10/10;°C;OK;;;
;;ESTADO_VALVULA;LSST/PISO05/MANEJADORA/LOWER_04/ESTADO_VALVULA;.;;ANALOG VALUE;READ ;22;0/1;-;OK;;;
;;TEMP_AMBIENTE&EXTERIOR;LSST/PISO05/MANEJADORA/LOWER_04/TEMPERATURA_AMBIENTE&EXTERIOR;.;;ANALOG IMPUT;READ ;22; -4/30;°C;OK;;;
;;SERIUS_ALARMA;LSST/PISO05/MANEJADORA/LOWER_04/ALARMA_GENERAL;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;ALARMA_FILTRO;LSST/PISO05/MANEJADORA/LOWER_04/ALARMA_FILTRO;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;ESTADO_FUN;LSST/PISO05/MANEJADORA/LOWER_04/ESTADO_FUNCIONAMIENTO;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;ESTADO_DAMPER;LSST/PISO05/MANEJADORA/LOWER_04/ESTADO_DAMPER;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;RESET_ALARMA;LSST/PISO05/MANEJADORA/LOWER_04/RESET_ALARMA;.;;BINARY VALUE;READ ;TRUE (O) FALSE;0/1;-;OK;;;
;;SET_POINT_TRABAJO_LSST;LSST/PISO05/MANEJADORA/LOWER_04/SETPOINT_TRABAJO_LSST;;.;ANALOG OUTPUT;WRITE;22;-10/10;°C;EN PROCESO 2 ETAPA;;;
;;SET_POINT_VENTILADOR_MINIMO_LSST;LSST/PISO05/MANEJADORA/LOWER_04/SETPOINT_VENTILADOR_MIN_LSST;;.;ANALOG OUTPUT;WRITE;22;0% a 20%;%;EN PROCESO 2 ETAPA;;;
;;SET_POINT_VENTILADOR_MAXIMO_LSST;LSST/PISO05/MANEJADORA/LOWER_04/SETPOINT_VENTILADOR_MAX_LSST;;.;ANALOG OUTPUT;WRITE;22;20% a 100%;%;EN PROCESO 2 ETAPA;;;
;;SET_POINT_VENT_IMPULSION_LSST;LSST/PISO05/MANEJADORA/LOWER_04/TEMPERATURA_ANTICONGELANTE_LSST;;.;ANALOG OUTPUT;WRITE;22;0% a 100%;%;EN PROCESO 2 ETAPA;;;
;;SEL_UMA_04_LSST;LSST/PISO05/MANEJADORA/LOWER_04/COMANDO_ENCENDIDO_LSST;;.;BINARY OUTPUT;WRITE;TRUE (O) FALSE;0/1;-;EN PROCESO 2 ETAPA;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;